Pair Address,Name,Symbol,Volume (24h),Volume (1h),Volume (5m),Buys (5m),Sells (5m),Price (Native),Liquidity (USD),Price Change (5m)
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2182.49,2182.49,2182.49,2,0,0.00005920,113890.24,1.82
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,2693.63,2693.63,2693.63,3,0,0.00006027,114915.24,3.65
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,5203.63,5203.63,5203.63,4,1,0.00006055,115196.27,4.14
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,5203.63,5203.63,5203.63,4,1,0.00006055,115196.27,4.14
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,5203.63,5203.63,5203.63,4,1,0.00006055,115196.27,4.14
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,5203.63,5203.63,5203.63,4,1,0.00006055,115196.27,4.14
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,5203.63,5203.63,5203.63,4,1,0.00006055,115196.27,4.14
0xCe23bB7040DEF8724A9107EAD4135B6c6721f81B,PEPE GRINCH,PGRINCH,5203.63,5203.63,5203.63,4,1,0.00006055,115196.27,4.14
